GameID,Team1,Team2,AVG_ORAPM_Team1,AVG_DRAPM_Team1,AVG_ORAPM_Team2,AVG_DRAPM_Team2,AVG_RANK_Team1,AVG_RANK_Team2,season,GAME_ID,WINNER_SIDE,WINNER_TEAM,WINNER_TEAM_ID,HOME_TEAM,HOME_TEAM_ID,HOME_TEAM_WON
21600185,NOP,CHA,0.14895999999999998,-0.11876,0.58556,-0.60152,328.8,291.6,2016-17,21600185,HOME,NOP,1610612740,NOP,1610612740,1
21600195,OKC,IND,0.35603999999999997,0.9734,0.7697322727272728,-0.02546515151515154,167.4,185.27878787878788,2016-17,21600195,AWAY,IND,1610612754,OKC,1610612760,0
21600212,PHI,MEM,-0.3659,0.40004,0.5462800000000001,0.8047799999999998,280.4,129.6,2016-17,21600212,AWAY,MEM,1610612763,PHI,1610612755,0
21600228,CHA,NYK,0.58556,-0.60152,0.46318000000000004,-0.5536,291.6,292.6,2016-17,21600228,HOME,NYK,1610612752,NYK,1610612752,1
21600235,OKC,DEN,0.03506,0.85362,1.13104,-0.44024,191.4,248.0,2016-17,21600235,AWAY,OKC,1610612760,DEN,1610612743,0
21600253,WAS,SAC,1.1298599999999999,0.014400000000000013,0.24388000000000004,0.02637999999999998,190.4,250.2,2016-17,21600253,HOME,WAS,1610612764,WAS,1610612764,1
21600261,BKN,LAC,-0.10113999999999997,0.03034,0.6892722727272727,0.8275748484848485,287.8,171.27878787878788,2016-17,21600261,HOME,BKN,1610612751,BKN,1610612751,1
21600270,OKC,WAS,0.35604,0.9734,1.3704522727272725,0.09305484848484849,167.4,149.07878787878786,2016-17,21600270,HOME,OKC,1610612760,OKC,1610612760,1
21600281,GSW,HOU,0.33748000000000006,-0.09708000000000001,1.84144,0.21861999999999998,252.2,59.0,2016-17,21600281,AWAY,HOU,1610612745,GSW,1610612744,0
21600292,MIN,CHA,0.8952,-0.7313400000000001,0.50884,-0.21161999999999992,245.4,243.0,2016-17,21600292,AWAY,MIN,1610612750,CHA,1610612766,0
21600310,MEM,NOP,0.14054000000000003,0.4053,0.07752000000000003,0.47907999999999984,207.2,269.4,2016-17,21600310,AWAY,MEM,1610612763,NOP,1610612740,0
21600359,NOP,PHX,-0.33999999999999997,0.4439399999999999,0.17714,-0.047280000000000016,326.2,266.2,2016-17,21600359,AWAY,NOP,1610612740,PHX,1610612756,0
21600372,NYK,PHX,0.9091199999999999,-0.5333399999999999,0.10819999999999996,0.13233999999999996,221.8,247.4,2016-17,21600372,HOME,PHX,1610612756,PHX,1610612756,1
21600403,MIN,HOU,0.8952,-0.7313400000000001,1.84144,0.21861999999999995,245.4,59.0,2016-17,21600403,AWAY,HOU,1610612745,MIN,1610612750,0
21600422,MIA,ORL,-0.3374,0.29778000000000004,-0.38984,0.27749999999999997,313.4,291.0,2016-17,21600422,AWAY,ORL,1610612753,MIA,1610612748,0
21600423,CLE,MIL,1.31094,-0.5216200000000001,0.13872,-0.019199999999999995,228.0,271.8,2016-17,21600423,AWAY,CLE,1610612739,MIL,1610612749,0
21600424,BOS,MEM,0.25936000000000003,0.20435999999999993,0.69238,0.4669,298.8,142.6,2016-17,21600424,AWAY,BOS,1610612738,MEM,1610612763,0
21600478,NYK,ATL,0.04867999999999999,0.1598,-0.82256,0.4930199999999999,241.6,345.2,2016-17,21600478,HOME,ATL,1610612737,ATL,1610612737,1
21600508,SAS,ATL,0.13154,0.6588200000000001,-0.8528800000000001,0.0637,170.2,408.0,2016-17,21600508,HOME,ATL,1610612737,ATL,1610612737,1
21600550,GSW,MEM,2.70756,0.36788,-0.11167999999999992,1.00564,99.0,175.6,2016-17,21600550,AWAY,MEM,1610612763,GSW,1610612744,0
21600554,TOR,CHI,1.53892,0.3809600000000001,0.44455227272727277,-0.15212515151515152,114.2,275.4787878787879,2016-17,21600554,HOME,CHI,1610612741,CHI,1610612741,1
21600559,DET,POR,-0.6565799999999999,-0.41512000000000004,0.5957522727272726,-0.4766251515151515,428.6,259.8787878787879,2016-17,21600559,AWAY,DET,1610612765,POR,1610612757,0
21600648,UTA,DAL,1.0794400000000002,0.8723600000000001,0.22824,-0.01761999999999999,111.8,256.0,2016-17,21600648,AWAY,UTA,1610612762,DAL,1610612742,0
21600650,POR,BOS,0.3293322727272727,-0.0804251515151515,1.85512,0.41080000000000005,248.4787878787879,72.8,2016-17,21600650,AWAY,POR,1610612757,BOS,1610612738,0
21600657,SAS,CLE,0.7573799999999999,0.96322,1.8094999999999999,-0.14955999999999997,102.6,182.6,2016-17,21600657,AWAY,SAS,1610612759,CLE,1610612739,0
21600680,CLE,SAC,1.64302,-0.42211999999999994,0.17324,-0.72138,234.2,357.4,2016-17,21600680,AWAY,SAC,1610612758,CLE,1610612739,0
21600696,SAC,IND,0.29076,-0.50358,0.8976522727272727,0.05973484848484849,302.4,173.47878787878787,2016-17,21600696,HOME,IND,1610612754,IND,1610612754,1
21600706,MIL,BOS,0.8949199999999999,0.22192000000000003,0.75686,0.48562000000000005,133.8,222.0,2016-17,21600706,AWAY,BOS,1610612738,MIL,1610612749,0
21600711,ATL,NYK,0.06162454545454547,0.175029696969697,0.14364,-0.79816,287.3575757575758,372.2,2016-17,21600711,HOME,ATL,1610612737,ATL,1610612737,1
21600720,MIN,ORL,0.8882399999999999,-1.11616,0.20454,-0.1299,304.6,267.0,2016-17,21600720,HOME,MIN,1610612750,MIN,1610612750,1
21600725,TOR,NOP,1.1116,0.52716,0.14257999999999993,0.4806,172.6,244.2,2016-17,21600725,HOME,TOR,1610612761,TOR,1610612761,1
21600749,CHI,HOU,-0.49742,-0.26504000000000005,1.84144,0.21861999999999998,391.2,59.0,2016-17,21600749,HOME,HOU,1610612745,HOU,1610612745,1
21600764,GSW,SAC,1.87868,0.84376,0.15884000000000004,-0.29836,127.2,291.4,2016-17,21600764,HOME,SAC,1610612758,SAC,1610612758,1
21600769,CLE,WAS,1.49024,-0.03601999999999998,1.0290922727272727,-0.3062651515151515,216.4,243.6787878787879,2016-17,21600769,AWAY,CLE,1610612739,WAS,1610612764,0
21600784,WAS,BKN,1.3407445454545452,-0.13537030303030304,-0.44067999999999996,-0.005359999999999976,185.15757575757576,336.0,2016-17,21600784,AWAY,WAS,1610612764,BKN,1610612751,0
21600797,DAL,UTA,0.09644,-0.47976,0.5097600000000001,0.9265399999999999,318.4,165.0,2016-17,21600797,HOME,DAL,1610612742,DAL,1610612742,1
21600830,POR,ATL,0.7155522727272727,-0.24698515151515155,-0.11090772727272727,0.11199484848484849,219.6787878787879,317.8787878787879,2016-17,21600830,AWAY,ATL,1610612737,POR,1610612757,0
21600851,DET,CHA,-0.1715754545454546,0.351349696969697,0.5242,-0.45044000000000006,297.7575757575758,273.6,2016-17,21600851,HOME,DET,1610612765,DET,1610612765,1
21600859,CHI,PHX,0.5133322727272728,0.2689748484848485,-0.59156,-0.69014,202.87878787878788,437.6,2016-17,21600859,HOME,CHI,1610612741,CHI,1610612741,1
21600881,LAC,CHA,0.5961000000000001,0.34588,0.34287999999999996,-0.73956,170.6,343.6,2016-17,21600881,HOME,LAC,1610612746,LAC,1610612746,1
21600890,DET,POR,0.05379227272727274,-0.3042651515151515,0.5043122727272727,-0.2674851515151515,316.4787878787879,296.0787878787879,2016-17,21600890,HOME,DET,1610612765,DET,1610612765,1
21600917,NOP,SAS,0.3311,0.8119799999999999,1.51268,0.44611999999999996,175.6,91.2,2016-17,21600917,AWAY,SAS,1610612759,NOP,1610612740,0
21600925,SAS,MIN,0.7519799999999999,0.78182,1.15372,-0.5427,148.8,180.8,2016-17,21600925,HOME,SAS,1610612759,SAS,1610612759,1
21600931,UTA,SAC,0.6399000000000001,1.16494,-0.23890000000000003,-0.42665999999999993,135.2,383.6,2016-17,21600931,AWAY,UTA,1610612762,SAC,1610612758,0
21600963,PHI,POR,-1.2361,0.17254,0.5880922727272727,0.2384748484848485,381.2,213.2787878787879,2016-17,21600963,HOME,POR,1610612757,POR,1610612757,1
21600972,WAS,SAC,1.0887245454545453,-0.200410303030303,-0.24104,-0.8611000000000001,231.95757575757574,436.8,2016-17,21600972,AWAY,WAS,1610612764,SAC,1610612758,0
21600976,NOP,CHA,0.33863999999999994,0.75038,0.3212,0.14154,183.4,214.4,2016-17,21600976,AWAY,NOP,1610612740,CHA,1610612766,0
21600983,WAS,POR,0.5046122727272727,0.3142348484848485,0.8165922727272727,-0.1066451515151515,182.07878787878786,222.8787878787879,2016-17,21600983,AWAY,WAS,1610612764,POR,1610612757,0
21601045,ORL,PHI,-0.006380000000000008,-0.08544,-0.32036,-0.21718,289.4,373.2,2016-17,21601045,HOME,ORL,1610612753,ORL,1610612753,1
21601051,CHI,TOR,-0.4212277272727272,-0.44092515151515155,0.25856,0.14484,402.6787878787879,236.4,2016-17,21601051,HOME,TOR,1610612761,TOR,1610612761,1
21601080,LAL,MIN,-0.1438877272727273,-0.8803851515151514,1.0410199999999998,-0.63196,400.2787878787879,214.8,2016-17,21601080,HOME,LAL,1610612747,LAL,1610612747,1
21601112,OKC,ORL,0.337,0.80694,0.5511199999999999,-0.0974,185.4,210.8,2016-17,21601112,AWAY,OKC,1610612760,ORL,1610612753,0
21601130,MIL,DET,0.17170000000000002,0.46826,0.04571227272727272,-0.3535251515151515,233.8,322.4787878787879,2016-17,21601130,HOME,MIL,1610612749,MIL,1610612749,1
21601150,CLE,IND,1.8546122727272727,-0.03966515151515151,0.7823,-0.23128,168.07878787878786,226.2,2016-17,21601150,HOME,CLE,1610612739,CLE,1610612739,1
21601161,SAS,MEM,1.3707799999999999,-0.05297999999999999,0.7463200000000001,0.39590000000000003,145.6,146.4,2016-17,21601161,HOME,SAS,1610612759,SAS,1610612759,1
21601197,CLE,ATL,2.0992522727272727,0.008854848484848472,0.12952454545454545,0.029229696969696968,122.07878787878788,293.5575757575758,2016-17,21601197,HOME,ATL,1610612737,ATL,1610612737,1
21601205,MIA,CLE,0.023320000000000007,0.45442,0.3718522727272727,0.20857484848484847,243.8,264.2787878787879,2016-17,21601205,HOME,MIA,1610612748,MIA,1610612748,1
21700064,LAL,WAS,0.07215775100401607,-0.29559622489959847,0.660368875502008,0.13289188755020082,328.6489959839358,240.02449799196788,2017-18,21700064,HOME,LAL,1610612747,LAL,1610612747,1
21700093,MIN,MIA,1.028608875502008,-0.7580081124497993,0.44892887550200805,0.10249188755020085,243.02449799196788,220.2244979919679,2017-18,21700093,AWAY,MIN,1610612750,MIA,1610612748,0
21700115,UTA,POR,0.571097751004016,0.5177637751004016,-0.40117112449799197,0.28533188755020084,195.04899598393575,306.82449799196786,2017-18,21700115,HOME,UTA,1610612762,UTA,1610612762,1
21700133,CHI,NOP,0.4092777510040161,0.2995837751004016,0.29118,0.72918,186.44899598393576,186.4,2017-18,21700133,AWAY,NOP,1610612740,CHI,1610612741,0
21700220,LAC,CLE,0.763208875502008,0.4738318875502007,1.014928875502008,-0.09000811244979925,136.42449799196788,274.2244979919679,2017-18,21700220,HOME,CLE,1610612739,CLE,1610612739,1
21700249,DAL,BOS,0.12965999999999997,0.19229999999999997,1.1135066265060243,-0.3837443373493975,226.8,196.4734939759036,2017-18,21700249,AWAY,BOS,1610612738,DAL,1610612742,0
21700253,WAS,CHA,1.3397088755020081,0.10729188755020078,-0.15088000000000004,0.12148,150.2244979919679,285.0,2017-18,21700253,HOME,CHA,1610612766,CHA,1610612766,1
21700264,MIL,PHX,0.43731775100401604,0.20640377510040162,0.5616599999999999,-0.4738599999999999,233.04899598393575,275.6,2017-18,21700264,AWAY,MIL,1610612749,PHX,1610612756,0
21700312,GSW,LAL,1.2158200000000001,0.33198,-0.574611124497992,-0.27796811244979924,220.0,382.82449799196786,2017-18,21700312,AWAY,GSW,1610612744,LAL,1610612747,0
21700355,ORL,ATL,-0.17397112449799199,0.5151918875502008,-0.010662248995983992,-0.44399622489959845,238.02449799196788,360.4489959839358,2017-18,21700355,HOME,ORL,1610612753,ORL,1610612753,1
21700367,CHA,CHI,-0.29154224899598397,-0.2303162248995984,0.09612887550200803,0.46617188755020084,374.84899598393577,205.02449799196788,2017-18,21700367,AWAY,CHI,1610612741,CHA,1610612766,0
21700373,SAC,NOP,0.08064887550200801,-0.13820811244979914,-0.009139999999999971,0.64494,314.4244979919679,248.8,2017-18,21700373,AWAY,SAC,1610612758,NOP,1610612740,0
21700382,OKC,MEM,0.8071399999999999,0.16642,-0.421831124497992,-0.03248811244979919,175.8,345.2244979919679,2017-18,21700382,AWAY,OKC,1610612760,MEM,1610612763,0
21700387,IND,DEN,0.17870887550200804,1.0799518875502008,0.9258799999999999,-1.67868,141.2244979919679,371.8,2017-18,21700387,HOME,IND,1610612754,IND,1610612754,1
21700399,LAL,NYK,0.07215775100401606,-0.2955962248995984,0.316617751004016,-0.30377622489959843,328.6489959839358,290.84899598393577,2017-18,21700399,HOME,NYK,1610612752,NYK,1610612752,1
21700401,MIN,PHI,1.028608875502008,-0.7580081124497993,-0.182662248995984,1.0393037751004015,243.02449799196788,194.04899598393575,2017-18,21700401,AWAY,PHI,1610612755,MIN,1610612750,0
21700421,PHI,OKC,0.06269775100401606,0.8676637751004016,1.22078,0.16138000000000002,188.44899598393573,138.8,2017-18,21700421,AWAY,OKC,1610612760,PHI,1610612755,0
21700427,DEN,NOP,0.52918,-1.5706,0.4729,0.48932000000000003,399.8,194.6,2017-18,21700427,HOME,DEN,1610612743,DEN,1610612743,1
21700450,LAL,GSW,0.07215775100401607,-0.29559622489959847,1.3116400000000001,0.11732000000000002,328.6489959839358,177.6,2017-18,21700450,AWAY,GSW,1610612744,LAL,1610612747,0
21700482,IND,BKN,0.376888875502008,0.4347718875502008,0.034640000000000025,0.07705999999999999,207.2244979919679,254.4,2017-18,21700482,HOME,IND,1610612754,IND,1610612754,1
21700510,MIN,DEN,0.308728875502008,0.16169188755020084,1.7819399999999999,-0.83118,226.02449799196788,207.6,2017-18,21700510,HOME,MIN,1610612750,MIN,1610612750,1
21700540,LAL,HOU,-0.23390224899598397,0.5029637751004017,1.2314,1.0076800000000001,249.84899598393577,103.0,2017-18,21700540,HOME,HOU,1610612745,HOU,1610612745,1
21700546,MIL,TOR,0.76182,0.7295399999999999,1.244908875502008,0.7368118875502008,123.4,105.82449799196789,2017-18,21700546,HOME,TOR,1610612761,TOR,1610612761,1
21700547,POR,CHI,-0.380051124497992,0.41933188755020084,0.15630887550200803,0.11125188755020084,288.62449799196787,251.02449799196788,2017-18,21700547,AWAY,POR,1610612757,CHI,1610612741,0
21700568,MIA,NYK,-0.005471124497991964,0.003931887550200824,-0.12275112449799197,-0.3207081124497992,298.82449799196786,342.2244979919679,2017-18,21700568,HOME,MIA,1610612748,MIA,1610612748,1
21700592,TOR,BKN,0.87134,0.50426,-0.8524200000000001,0.39320000000000005,173.6,275.8,2017-18,21700592,AWAY,TOR,1610612761,BKN,1610612751,0
21700607,CHI,NYK,-0.378111124497992,0.32635188755020084,0.108568875502008,-0.3556481124497992,301.4244979919679,325.4244979919679,2017-18,21700607,AWAY,CHI,1610612741,NYK,1610612752,0
21700627,LAL,DAL,0.04857775100401606,0.0626437751004016,0.05998887550200804,-0.5106881124497992,273.6489959839358,323.82449799196786,2017-18,21700627,AWAY,LAL,1610612747,DAL,1610612742,0
21700630,BKN,WAS,-0.4721800000000001,-0.28006000000000003,1.3713288755020083,0.04301188755020082,321.4,156.02449799196788,2017-18,21700630,HOME,WAS,1610612764,WAS,1610612764,1
21700635,NYK,NOP,0.108568875502008,-0.3556481124497992,0.04372000000000002,0.6144999999999999,325.4244979919679,244.6,2017-18,21700635,AWAY,NOP,1610612740,NYK,1610612752,0
21700650,BOS,NOP,0.524468875502008,-0.010188112449799202,0.04372000000000002,0.6144999999999999,217.62449799196787,244.6,2017-18,21700650,AWAY,NOP,1610612740,BOS,1610612738,0
21700692,NOP,CHI,0.26262887550200803,0.6835518875502008,0.4092777510040161,0.29958377510040163,206.8244979919679,186.44899598393576,2017-18,21700692,HOME,NOP,1610612740,NOP,1610612740,1
21700702,UTA,DET,0.598608875502008,0.38151188755020077,0.06766000000000001,-0.3829599999999999,203.62449799196787,309.8,2017-18,21700702,AWAY,UTA,1610612762,DET,1610612765,0
21700807,CLE,MIN,2.017588875502008,-0.6058681124497992,1.028608875502008,-0.7580081124497993,187.02449799196788,243.02449799196788,2017-18,21700807,HOME,CLE,1610612739,CLE,1610612739,1
21700813,WAS,BOS,1.0679577510040161,0.2321837751004016,0.613777751004016,-0.26729622489959837,179.64899598393578,246.84899598393577,2017-18,21700813,AWAY,BOS,1610612738,WAS,1610612764,0
21700814,POR,CHA,0.011448875502007993,-0.07374811244979916,-0.10814000000000008,-0.14211999999999997,297.82449799196786,322.8,2017-18,21700814,HOME,POR,1610612757,POR,1610612757,1
21700826,BKN,NOP,-0.475811124497992,-0.44564811244979924,0.07676000000000008,0.7412599999999999,352.62449799196787,245.4,2017-18,21700826,AWAY,NOP,1610612740,BKN,1610612751,0
21700876,MIL,TOR,0.53018,0.5998399999999999,1.2603199999999999,0.55674,157.2,125.2,2017-18,21700876,AWAY,MIL,1610612749,TOR,1610612761,0
21700879,MIA,NOP,0.09928,0.6597,0.23732887550200804,1.2300718875502008,197.6,168.42449799196788,2017-18,21700879,HOME,NOP,1610612740,NOP,1610612740,1
21700893,NOP,MIL,0.05426000000000002,0.7442799999999998,0.5034400000000001,0.4303399999999999,246.8,184.2,2017-18,21700893,AWAY,NOP,1610612740,MIL,1610612749,0
21700919,OKC,DAL,1.1458599999999999,-0.24955999999999995,0.09736887550200804,-0.20390811244979917,203.6,279.62449799196787,2017-18,21700919,AWAY,OKC,1610612760,DAL,1610612742,0
21700924,BKN,SAC,0.12962887550200802,-0.5380681124497991,-0.22864224899598398,-0.3056762248995984,341.4244979919679,372.04899598393575,2017-18,21700924,HOME,SAC,1610612758,SAC,1610612758,1
21700926,ORL,DET,-0.6265111244979918,0.020871887550200818,0.39615775100401607,-0.054776224899598415,312.82449799196786,249.84899598393577,2017-18,21700926,HOME,ORL,1610612753,ORL,1610612753,1
21700959,MIA,WAS,-0.520951124497992,0.18703188755020078,0.4779,0.75044,330.82449799196786,189.2,2017-18,21700959,HOME,WAS,1610612764,WAS,1610612764,1
21700966,TOR,DET,1.2436688755020082,0.8509518875502009,0.39615775100401607,-0.054776224899598394,93.22449799196787,249.84899598393577,2017-18,21700966,AWAY,TOR,1610612761,DET,1610612765,0
21701017,BOS,WAS,-0.11319337349397593,0.6554556626506025,0.6040088755020079,0.8343118875502007,244.67349397590365,163.8244979919679,2017-18,21701017,AWAY,WAS,1610612764,BOS,1610612738,0
21701018,MIA,SAC,-0.36962,0.5031399999999999,-0.27328224899598397,-0.27179622489959837,274.2,373.6489959839358,2017-18,21701018,HOME,SAC,1610612758,SAC,1610612758,1
21701031,DAL,TOR,0.11690662650602408,-0.3276443373493976,0.409848875502008,0.8381918875502008,301.4734939759036,128.2244979919679,2017-18,21701031,HOME,TOR,1610612761,TOR,1610612761,1
21701054,MIA,DEN,-0.44336000000000003,0.21588,1.25658,-0.21360000000000007,320.4,224.8,2017-18,21701054,HOME,MIA,1610612748,MIA,1610612748,1
21701074,HOU,DET,0.9434600000000002,0.5459399999999999,0.39615775100401607,-0.054776224899598394,124.6,249.84899598393577,2017-18,21701074,HOME,HOU,1610612745,HOU,1610612745,1
21701085,SAS,UTA,0.4215,0.6122799999999999,0.359768875502008,0.5266518875502009,180.6,220.02449799196788,2017-18,21701085,HOME,SAS,1610612759,SAS,1610612759,1
21701096,MIA,IND,-0.80798,0.25306,0.16402,0.3574399999999999,363.6,248.2,2017-18,21701096,HOME,IND,1610612754,IND,1610612754,1
21701103,NYK,CHA,0.005946626506024078,-0.3440843373493976,0.008568875502007977,-0.2067081124497992,349.47349397590364,314.4244979919679,2017-18,21701103,HOME,CHA,1610612766,CHA,1610612766,1
21701133,OKC,DEN,1.181588875502008,0.3591318875502008,1.14912,0.44376,122.02449799196788,152.2,2017-18,21701133,AWAY,DEN,1610612743,OKC,1610612760,0
21701136,MIL,LAL,0.499128875502008,0.4705918875502008,0.17186662650602408,-0.35160433734939767,189.2244979919679,317.87349397590367,2017-18,21701136,AWAY,MIL,1610612749,LAL,1610612747,0
21701141,BKN,MIA,0.24842000000000003,-0.07369999999999996,-0.8160000000000001,0.47368000000000005,249.6,329.2,2017-18,21701141,AWAY,BKN,1610612751,MIA,1610612748,0
21701152,MIL,DEN,0.410068875502008,-0.3670081124497992,1.141888875502008,0.1798718875502008,322.82449799196786,188.8244979919679,2017-18,21701152,HOME,DEN,1610612743,DEN,1610612743,1
21701174,SAS,LAL,0.23976000000000003,0.7968999999999999,0.03649775100401607,-0.17821622489959837,180.2,315.84899598393577,2017-18,21701174,HOME,LAL,1610612747,LAL,1610612747,1
21701181,DET,DAL,0.11774887550200805,-0.8127881124497993,0.13467775100401608,-0.2218562248995984,348.2244979919679,275.6489959839358,2017-18,21701181,HOME,DET,1610612765,DET,1610612765,1
21701221,TOR,MIA,0.896248875502008,0.42557188755020087,-0.8236399999999999,0.46945999999999993,191.62449799196787,338.0,2017-18,21701221,HOME,MIA,1610612748,MIA,1610612748,1
21701225,MIN,DEN,1.172908875502008,-0.6429681124497992,1.156348875502008,-0.5127881124497993,205.8244979919679,267.2244979919679,2017-18,21701225,HOME,MIN,1610612750,MIN,1610612750,1
21800046,WAS,POR,0.8470509418837675,0.18719803607214425,0.05397547094188372,-0.057810981963927845,212.93907815631263,290.3695390781563,2018-19,21800046,AWAY,WAS,1610612764,POR,1610612757,0
21800048,SAS,LAL,0.05549999999999997,0.44158,1.0260709418837677,-0.3338619639278557,219.2,278.93907815631263,2018-19,21800048,AWAY,SAS,1610612759,LAL,1610612747,0
21800049,PHI,DET,-0.5209845290581162,1.1236490180360723,0.2405554709418837,-0.586210981963928,228.5695390781563,316.5695390781563,2018-19,21800049,HOME,DET,1610612765,DET,1610612765,1
21800094,SAS,DAL,0.5253754709418839,0.5272890180360721,0.3459509418837675,0.2652980360721443,155.76953907815633,210.33907815631264,2018-19,21800094,HOME,SAS,1610612759,SAS,1610612759,1
21800104,DET,BKN,0.07707547094188379,-0.6839909819639278,0.18892,0.9051199999999999,359.5695390781563,149.0,2018-19,21800104,HOME,BKN,1610612751,BKN,1610612751,1
21800106,DEN,CHI,2.0253799999999997,-0.01545999999999994,-0.006949058116232443,-0.12172196392785568,89.6,317.1390781563126,2018-19,21800106,AWAY,DEN,1610612743,CHI,1610612741,0
21800140,DET,MIA,0.03501999999999996,-0.45564,-0.06826000000000002,0.12892,340.8,280.4,2018-19,21800140,AWAY,MIA,1610612748,DET,1610612765,0
21800143,NYK,CHI,0.17668188376753508,-0.18314392785571137,-0.3424645290581162,-0.03863098196392782,305.4781563126253,347.5695390781563,2018-19,21800143,AWAY,CHI,1610612741,NYK,1610612752,0
21800164,BOS,PHX,0.4783909418837675,0.23789803607214424,0.21821547094188376,-0.583090981963928,220.33907815631264,323.96953907815634,2018-19,21800164,AWAY,BOS,1610612738,PHX,1610612756,0
21800168,PHI,CHA,-0.14724452905811625,0.8130090180360721,0.10841094188376754,0.0808780360721443,223.76953907815633,257.73907815631264,2018-19,21800168,HOME,PHI,1610612755,PHI,1610612755,1
21800175,MIL,LAC,0.73354,0.35608000000000006,1.2833509418837674,0.15629803607214432,170.6,145.53907815631263,2018-19,21800175,HOME,LAC,1610612746,LAC,1610612746,1
21800179,MEM,PHI,0.7183709418837675,-0.04912196392785571,0.1246664128256513,0.47076705410821634,227.33907815631264,239.50861723446891,2018-19,21800179,HOME,MEM,1610612763,MEM,1610612763,1
21800198,GSW,LAC,1.7711354709418838,0.9922890180360721,1.3974754709418837,-0.07001098196392783,67.76953907815631,152.36953907815632,2018-19,21800198,HOME,LAC,1610612746,LAC,1610612746,1
21800216,TOR,BOS,1.5434754709418836,-0.09803098196392784,1.5247509418837675,-0.2761219639278557,200.96953907815632,150.53907815631263,2018-19,21800216,HOME,BOS,1610612738,BOS,1610612738,1
21800225,PHI,CHA,0.17987094188376754,0.38091803607214425,0.2729754709418838,-0.38995098196392786,231.73907815631264,294.16953907815633,2018-19,21800225,AWAY,PHI,1610612755,CHA,1610612766,0
21800266,LAC,MEM,0.79688,-0.24424,-0.002264529058116227,0.37104901803607215,242.2,245.36953907815632,2018-19,21800266,HOME,LAC,1610612746,LAC,1610612746,1
21800267,HOU,DET,1.3450954709418839,0.45246901803607215,0.2511954709418837,0.04622901803607214,149.76953907815633,272.3695390781563,2018-19,21800267,HOME,DET,1610612765,DET,1610612765,1
21800296,HOU,WAS,0.4609354709418837,0.19436901803607212,0.7846354709418837,0.3630290180360721,242.5695390781563,195.76953907815633,2018-19,21800296,HOME,WAS,1610612764,WAS,1610612764,1
21800316,TOR,GSW,1.4960954709418837,0.40342901803607223,1.3462799999999997,0.46348,170.96953907815632,133.4,2018-19,21800316,HOME,TOR,1610612761,TOR,1610612761,1
21800323,MEM,BKN,0.3062154709418838,-0.19197098196392787,0.15351547094188378,-0.07921098196392781,290.3695390781563,272.96953907815634,2018-19,21800323,AWAY,MEM,1610612763,BKN,1610612751,0
